"11","Klamvochtig reinigen bureau/tafel, bovenblad","Klamvochtig reinigen bureau/tafel, bovenblad  met micro vezel doek",\N,"klamvochtig-reinigen-bureautafel-bovenblad-1678355226","1","2023-03-09 14:47:06","2023-04-27 11:33:19","2023-04-27 11:33:19"
"12","2- Klamvochtig reinigen bureau/tafel, bovenblad met micro vezel hand schoon","Klamvochtig reinigen bureau/tafel, bovenblad met hand schoon",\N,"klamvochtig-reinigen-bureautafel-bovenblad-2-1678355402","1","2023-03-09 14:50:02","2023-04-27 11:33:35","2023-04-27 11:33:35"
"13","Klamvochtig reinigen bureau/ tafel, onderstel  met micro vezel doek","Klamvochtig reinigen bureau/ tafel, onderstel  met microvezel doek",\N,"klamvochtig-reinigen-bureau-tafel-onderstel-met-micro-vezel-doek-1678355661","1","2023-03-09 14:54:21","2023-04-27 11:33:29","2023-04-27 11:33:29"
"14","Klamvochtig reinigen bureau/ tafel, onderstel met miro vezel hand schoon","Klamvochtig reinigen bureau/ tafel, onderstel met miro vezel hand schoon",\N,"klamvochtig-reinigen-bureau-tafel-onderstel-met-miro-vezel-hand-schoon-1678355724","1","2023-03-09 14:55:24","2023-04-27 11:33:25","2023-04-27 11:33:25"
"15","Nat reinigen geheel bureau/ tafel (Wet Clean Table/Desk met microvezel doek","Nat reinigen geheel bureau/ tafel (Wet Clean Table/Desk met microvezel doek",\N,"nat-reinigen-geheel-bureau-tafel-wet-clean-tabledesk-met-microvezel-doek-1678355859","1","2023-03-09 14:57:39","2023-04-27 11:33:32","2023-04-27 11:33:32"
"16","Nat reinigen geheel bureau/ tafel (Wet Clean Table/Desk met microvezel hand schoon","Nat reinigen geheel bureau/ tafel (Wet Clean Table/Desk met microvezel hand schoon",\N,"nat-reinigen-geheel-bureau-tafel-wet-clean-tabledesk-met-microvezel-hand-schoon-1678355892","1","2023-03-09 14:58:12","2023-04-27 11:33:52","2023-04-27 11:33:52"
"17","Legen en klamvochtig reinigen papierbaklpedaalemmer  met micro vezel doek","Legen en klamvochtig reinigen papierbaklpedaalemmer met micro vezel doek",\N,"legen-en-klamvochtig-reinigen-papierbaklpedaalemmer-met-micro-vezel-doek-1678356609","1","2023-03-09 15:10:09","2023-04-27 11:33:39","2023-04-27 11:33:39"
"18","Legen en klamvochtig reinigen papierbaklpedaalemmer  met micro vezel hand schoon","Legen en klamvochtig reinigen papierbaklpedaalemmer  met micro vezel hand schoon",\N,"legen-en-klamvochtig-reinigen-papierbaklpedaalemmer-met-micro-vezel-hand-schoon-1678356661","1","2023-03-09 15:11:01","2023-04-27 11:33:48","2023-04-27 11:33:48"
"19","Nat reinigen papierbaklpedaalemmer  met micro vezel doek","Nat reinigen papierbaklpedaalemmer  met micro vezel doek","37","nat-reinigen-papierbaklpedaalemmer-met-micro-vezel-doek-1678356761","1","2023-03-09 15:12:41","2023-03-15 15:12:04",\N
"20","Nat reinigen papierbaklpedaalemmer  met micro vezel hand schoon","Nat reinigen papierbaklpedaalemmer  met micro vezel hand schoon","37","nat-reinigen-papierbaklpedaalemmer-met-micro-vezel-hand-schoon-1678356803","1","2023-03-09 15:13:23","2023-03-15 15:13:13",\N
"21","Klamvochtig reinigen en afzuigen stoel, kruk, zitbank met micro vezel doek","Klamvochtig reinigen en afzuigen stoel, kruk, zitbank met micro vezel doek",\N,"klamvochtig-reinigen-en-afzuigen-stoel-kruk-zitbank-met-micro-vezel-doek-1678357160","1","2023-03-09 15:19:20","2023-04-27 11:34:00","2023-04-27 11:34:00"
"22","Klamvochtig reinigen en afzuigen stoel, kruk, zitbank met micro vezel hand schoon","Klamvochtig reinigen en afzuigen stoel, kruk, zitbank met micro vezel hand schoon",\N,"klamvochtig-reinigen-en-afzuigen-stoel-kruk-zitbank-met-micro-vezel-hand-schoon-1678357204","1","2023-03-09 15:20:04","2023-04-27 11:34:08","2023-04-27 11:34:08"
"23","Nat reinigen en grondig afzuigen stoel, kruk en zitbank met micro vezel doek","Nat reinigen en grondig afzuigen stoel, kruk en zitbank met micro vezel doek",\N,"nat-reinigen-en-grondig-afzuigen-stoel-kruk-en-zitbank-met-micro-vezel-doek-1678357292","1","2023-03-09 15:21:32","2023-04-27 11:34:17","2023-04-27 11:34:17"
"24","Nat reinigen en grondig afzuigen stoel, kruk en zitbank met micro vezel hand schoon","Nat reinigen en grondig afzuigen stoel, kruk en zitbank met micro vezel hand schoon",\N,"nat-reinigen-en-grondig-afzuigen-stoel-kruk-en-zitbank-met-micro-vezel-hand-schoon-1678357329","1","2023-03-09 15:22:09","2023-04-27 11:34:21","2023-04-27 11:34:21"
"25","Klamvochtig reinigen ledenradiator Interior micro vezel handel","Klamvochtig reinigen ledenradiator interor miro vezel handel",\N,"klamvochtig-reinigen-ledenradiator-interior-micro-vezel-handel-1678358144","1","2023-03-09 15:35:44","2023-04-27 11:34:25","2023-04-27 11:34:25"
"26","polish surfaces","polish surfaces","27","mopping-1678456192","1","2023-03-10 18:49:52","2023-04-27 11:15:31",\N
"27","vocht afnemen","vocht af nemen met micro vezel doek","1","vocht-afnemen-1678456346","1","2023-03-10 18:52:26","2023-04-27 11:34:33","2023-04-27 11:34:33"
"28","Klamvochtig reinigen bureau/tafel, bovenblad  met micro vezel doek","Klamvochtig reinigen bureau/tafel, bovenblad  met micro vezel doek","8","klamvochtig-reinigen-bureautafel-bovenblad-met-micro-vezel-doek-1678457934","1","2023-03-10 19:18:54","2023-03-15 15:23:09",\N
"29","Klamvochtig reinigen bureau/ tafel, onderstel  met microvezel doek","Klamvochtig reinigen bureau/ tafel, onderstel  met microvezel doek","8","klamvochtig-reinigen-bureau-tafel-onderstel-met-microvezel-doek-1678458172","1","2023-03-10 19:22:52","2023-03-15 15:23:40",\N
"30","Nat reinigen bureau/ tafel (Wet Clean Table/Desk met micro vezel doek","Nat reinigen bureau/ tafel (Wet Clean Table/Desk met micro vezel doek","8","nat-reinigen-bureau-tafel-wet-clean-tabledesk-met-micro-vezel-doek-1678458322","1","2023-03-10 19:25:22","2023-03-15 15:24:11",\N
"31","Legen en klamvochtig reinigen met microvezeldoek","Legen en klamvochtig reinigen met microvezeldoek","17","legen-en-klamvochtig-reinigen-met-microvezeldoek-1678460211","1","2023-03-10 19:56:51","2023-03-15 16:07:14",\N
"33","Verwijderen vingertasten en vlekken van kast met microvezeldoek of handschoen","Verwijderen vingertasten en vlekken van kast met microvezeldoek of handschoen","10","verwijderen-vingertasten-en-vlekken-van-kast-met-microvezeldoek-of-handschoen-1678460608","1","2023-03-10 20:03:28","2023-04-27 11:35:53",\N
"34","Verwijderen vingertasten en vlekken van kast met microvezeldoek of handschoen","Verwijderen vingertasten en vlekken van kast met microvezeldoek of handschoen","2","verwijderen-vingertasten-en-vlekken-van-kast-met-microvezeldoek-of-handschoen-1678460643","1","2023-03-10 20:04:03","2023-04-27 11:36:09",\N
"35","Verwijderen vingertasten en vlekken van spiegelwand met microvezelmop afnemen 25 cm met telescoophendel","Verwijderen vingertasten en vlekken van spiegelwand met microvezelmop afnemen 25 cm met telescoophendel","47","verwijderen-vingertasten-en-vlekken-van-spiegelwand-met-microvezelmop-afnemen-25-cm-met-telescoophendel-1678460917","1","2023-03-10 20:08:37","2023-04-27 11:36:42",\N
"36","Kozijnen met interieur hendel en microvezelhoes","Kozijnen met interieur hendel en microvezelhoes","48","kozijnen-met-interieur-hendel-en-microvezelhoes-1678461337","1","2023-03-10 20:15:37","2023-04-27 11:38:17",\N
"37","Met interieur hendel en microvezelhoes","Met interieur hendel en microvezelhoes","4","met-interieur-hendel-en-microvezelhoes-1678461417","1","2023-03-10 20:16:57","2023-04-27 11:38:47",\N
"38","Moppen harde vloer met microvezelmop","Moppen harde vloer met microvezelmop","49","moppen-harde-vloer-met-microvezelmop-1678461664","1","2023-03-10 20:21:04","2023-04-27 11:39:30",\N
"39","Stofzuigen","Stofzuigen","49","stofzuigen-1678461712","1","2023-03-10 20:21:52","2023-04-27 11:39:52",\N
"40","Watergeven en vochtig afnemen met microvezeldoek","Watergeven en vochtig afnemen met microvezeldoek","50","watergeven-en-vochtig-afnemen-met-microvezeldoek-1678461800","1","2023-03-10 20:23:20","2023-04-27 11:40:16",\N
"41","Grondig schoonmaken met microvezeldoek","Grondig schoonmaken met microvezeldoek","51","grondig-schoonmaken-met-microvezeldoek-1678461914","1","2023-03-10 20:25:14","2023-03-15 15:25:37",\N
"42","Reinigen met interieur hendel","Reinigen met interieur hendel","12","reinigen-met-interieur-hendel-1678461979","1","2023-03-10 20:26:19","2023-03-10 20:26:19",\N
"43","Vingertasten en vlekken met een  micro vezel handschoon  klamvochtig reinigen","Vingertasten en vlekken met een  micro vezel handschoon  klamvochtig reinigen","53","vingertasten-en-vlekken-met-een-micro-vezel-handschoon-klamvochtig-reinigen-1678466911","1","2023-03-10 21:48:31","2023-03-10 21:48:31",\N
"44","Klamvochtig reinigen met micro vezel mop 25 cm met telescoophandel","Klamvochtig reinigen met micro vezel mop 25 cm met telescoophandel","52","klamvochtig-reinigen-met-micro-vezel-mop-25-cm-met-telescoophandel-1678467166","1","2023-03-10 21:52:46","2023-03-10 21:52:46",\N
"45","Met een  micro vezel handschoon  klamvochtig reinigen","Met een  micro vezel handschoon  klamvochtig reinigen","41","met-een-micro-vezel-handschoon-klamvochtig-reinigen-1678467342","1","2023-03-10 21:55:42","2023-04-27 11:35:09",\N
"46","Met een  micro vezel mop  klamvochtig reinigen","Met een  micro vezel mop  klamvochtig reinigen","54","met-een-micro-vezel-mop-klamvochtig-reinigen-1678468082","1","2023-03-10 22:08:02","2023-03-10 22:08:02",\N
"47","Met een  micro vezel handschoon  klamvochtig reinigen","Met een  micro vezel handschoon  klamvochtig reinigen","19","met-een-micro-vezel-handschoon-klamvochtig-reinigen-1678468197","1","2023-03-10 22:09:57","2023-03-10 22:09:57",\N
"48","Vingertasten en vlekken met een  micro vezel oek  klamvochtig reinigen","Vingertasten en vlekken met een  micro vezel oek  klamvochtig reinigen","53","vingertasten-en-vlekken-met-een-micro-vezel-oek-klamvochtig-reinigen-1678517391","1","2023-03-11 11:49:51","2023-03-11 11:49:51",\N
"49","Reinigen klamvochtig met micro vezel valkmop 25 cm met telecoophandel","Reinigen klamvochtig met micro vezel valkmop 25 cm met telecoophandel","52","reinigen-klamvochtig-met-micro-vezel-valkmop-25-cm-met-telecoophandel-1678518134","1","2023-03-11 12:02:14","2023-03-11 12:02:14",\N
"50","klamvochtig  moppen met mirovezel mop","klamvochtig  moppen met mirovezel mop","56","klamvochtig-moppen-met-mirovezel-mop-1678518902","1","2023-03-11 12:15:02","2023-03-15 16:03:51",\N
"51","Stofzuigen","Stofzuigen","56","stofzuigen-1678518962","1","2023-03-11 12:16:02","2023-03-15 16:04:19",\N
"52","Vegen met het borstel","Vegen met het borstel","56","vegen-met-het-borstel-1678519341","1","2023-03-11 12:22:21","2023-03-15 16:04:58",\N
"53","Met een  micro vezel handoek   klamvochtig reinigen","Met een  micro vezel handoek   klamvochtig reinigen","21","met-een-micro-vezel-handoek-klamvochtig-reinigen-1678548782","1","2023-03-11 20:33:02","2023-03-11 20:33:02",\N
"54","Reinig met een vochtige microvezeldoek","Reinig met een vochtige microvezeldoek","54","reinig-met-een-vochtige-microvezeldoek-1678549315","1","2023-03-11 20:41:55","2023-03-11 20:41:55",\N
"55","Moppen met miro vezel vlakmop","Moppen met miro vezel vlakmop","55","moppen-met-miro-vezel-vlakmop-1678553948","1","2023-03-11 21:59:08","2023-03-21 22:55:58","2023-03-21 22:55:58"
"56","Vingertasten en vlekken met een  micro vezel handschoon  klamvochtig reinigen","Vingertasten en vlekken met een  micro vezel handschoon  klamvochtig reinigen","16","vingertasten-en-vlekken-met-een-micro-vezel-handschoon-klamvochtig-reinigen-1678554907","1","2023-03-11 22:15:07","2023-03-11 22:15:07",\N
"57","Telefoon Clean","Telefoon Clean","1","telefoon-clean-1678800306","1","2023-03-14 18:25:06","2023-03-14 18:25:06",\N
"58","Vingertasten en vlekken met een  micro vezel handschoon  klamvochtig reinigen","Vingertasten en vlekken met een  micro vezel handschoon  klamvochtig reinigen","9","vingertasten-en-vlekken-met-een-micro-vezel-handschoon-klamvochtig-reinigen-1678869278","1","2023-03-15 13:34:38","2023-03-15 13:34:38",\N
"59","Klamvochtig reinigen  met een vlakmop 25cm met telescoophandel","Klamvochtig reinigen  met een vlakmop 25cm met telescoophandel","57","klamvochtig-reinigen-met-een-vlakmop-25cm-met-telescoophandel-1678870001","1","2023-03-15 13:46:41","2023-03-15 13:46:41",\N
"60","Glaswanden","Glaswanden","57","glaswanden-1678870503","1","2023-03-15 13:55:03","2023-03-15 13:55:03",\N
"61","Stofzuigen","Stofzuigen","27","stofzuigen-1678959062","1","2023-03-16 14:31:02","2023-03-16 14:31:02",\N
"62","Deurklinken binneduren klamvochtig reinigen met microvezeldoek","Deurklinken binneduren klamvochtig reinigen met microvezeldoek","13","deurklinken-binneduren-klamvochtig-reinigen-met-microvezeldoek-1679303604","1","2023-03-20 14:13:24","2023-03-20 14:13:24",\N
"63","Carpet Clean","Carpet Clean","46","vloertapijt-stofzuigen-1679305394","1","2023-03-20 14:43:14","2023-04-27 11:19:39",\N
"64","Volledige schoonmaak","Volledige schoonmaak","58","volledige-schoonmaak-1679312941","1","2023-03-20 16:49:01","2023-03-20 16:49:01",\N
"65","Maak de wastafel schoon met natte microvezelhandschoenen","Maak de wastafel schoon met natte microvezelhandschoenen","15","maak-de-wastafel-schoon-met-natte-microvezelhandschoenen-1679411116","1","2023-03-21 20:05:16","2023-03-21 20:05:16",\N
"66","mopping","mopping","27","nat-dweilen-met-een-microvezeldweil-1679420764","1","2023-03-21 22:46:04","2023-04-27 11:26:49",\N
"67","Stofvrije harde vloer met WET Microfiber Dweildoek. Houd het daarna schoon met tal van droog dweilen","Stofvrije harde vloer met WET Microfiber Dweildoek. Houd het daarna schoon met tal van droog dweilen","27","stofvrije-harde-vloer-met-wet-microfiber-dweildoek-houd-het-daarna-schoon-met-tal-van-droog-dweilen-1679425284","1","2023-03-22 00:01:24","2023-03-22 00:01:24",\N
"68","Verwijder vingerafdrukken en vlekken van glas. Gebruik de door het bedrijf verstrekte glasreinigingsset","Verwijder vingerafdrukken en vlekken van glas. Gebruik de door het bedrijf verstrekte glasreinigingsset","52","verwijder-vingerafdrukken-en-vlekken-van-glas-gebruik-de-door-het-bedrijf-verstrekte-glasreinigingsset-1679426472","1","2023-03-22 00:21:12","2023-03-22 00:21:12",\N
"69","Schoonmaken","Het schoonmaken","58","schoonmaken-1679497509","1","2023-03-22 20:05:09","2023-03-22 20:05:09",\N
"70","Bijzet tafel afnemen met microvezel","Bijzet tafel afnemen met microvezel","14","bijzet-tafel-afnemen-met-microvezel-1679576582","1","2023-03-23 18:03:02","2023-03-23 18:03:02",\N
"71","Test task in dutch","Test Task Desc.","71","test-task-in-dutch-1681132595","1","2023-04-10 17:16:35","2023-04-10 17:16:35",\N
"72","clean windows","clean thoroughly with micro fiber","73","clean-windows-1681290355","1","2023-04-12 13:05:55","2023-04-12 13:05:55",\N
"73","Change Bed Sheet","Change Bed Sheet","74","change-bed-sheet-1682418186","1","2023-04-25 14:23:06","2023-04-25 14:23:06",\N
"74","Change Pillow","Change Pillow","75","change-pillow-1682418275","1","2023-04-25 14:24:35","2023-04-25 14:24:35",\N
"75","Organize clothes in Wardrobe","Organize clothes in Wardrobe","76","organize-clothes-in-wardrobe-1682418383","1","2023-04-25 14:26:23","2023-04-25 14:26:23",\N
"76","کرسیوں کی صفائی","کرسی کو جھاڑن سے صاف کریں۔","77","krsio-ki-sfaei-1682498254","1","2023-04-26 12:37:34","2023-04-26 12:37:34",\N
"77","میزوں کی صفائی","نم مائکرو فائبر کپڑے سے میزیں صاف کریں۔","78","mizo-ki-sfaei-1682498410","1","2023-04-26 12:40:10","2023-04-26 12:40:10",\N
"78","فرش کی صفائی","خشک MOP گیلے MOPING کے بعد استعمال کیا جائے گا. فرش کی صورتحال کے لحاظ سے MOPING فریکوئنسی میں اضافہ کیا جا سکتا ہے۔ دن میں تین بار فرش صاف کرنے کے لیے گیلے موپ کا استعمال کریں۔","79","frsh-ki-sfaei-1682500233","1","2023-04-26 13:10:33","2023-04-26 13:10:33",\N
"79","شیشے کی صفائی","جھاڑن کا استعمال کرتے ہوئے دھول کو ہٹا دیں. کسی بھی داغ کو دور کرنے کے لیے گیلے مائیکرو فائبر کپڑے کا استعمال کریں۔ اگر ضروری ہو تو گلاس کلینر استعمال کریں۔","80","shish-ki-sfaei-1682503213","1","2023-04-26 14:00:13","2023-04-26 14:00:13",\N
"80","دروازے کی صفائی","دروازے کو صاف نم مائکرو فائبر کپڑے سے صاف کریں۔ دروازے کے ہینڈل سے داغوں کو ہٹانا بھی یقینی بنائیں","81","droaz-ki-sfaei-1682503423","1","2023-04-26 14:03:43","2023-04-26 14:03:43",\N
"81","واش بیسن کی صفائی","سب سے پہلے واش بیسن سے ضرورت سے زیادہ گندگی کو ہٹا دیں۔ ٹوائلٹ باؤل کلینر کا استعمال کریں اور بیسن کو دھوئے۔ واش بیسن کو سرخ مائیکرو فائبر کپڑے سے صاف کریں۔","82","oash-bisn-ki-sfaei-1682503906","1","2023-04-26 14:11:46","2023-04-26 14:11:46",\N
"82","آئینے کی صفائی","آئینے کو گیلا چھڑکیں۔ مائیکرو فائبر گلاس کپڑے سے آئینے کو صاف کریں۔","83","aaein-ki-sfaei-1682504020","1","2023-04-26 14:13:40","2023-04-26 14:13:40",\N
"83","ٹوائلٹ باؤل کی صفائی","ٹوائلٹ کلینر کو ٹوائلٹ باؤل پر چھڑکیں۔ ٹوائلٹ باؤل کو ٹوائلٹ برش سے برش کریں۔ اسے 2 منٹ کے لیے چھوڑ دیں۔ اوپر والی سیٹ اور فلشنگ سسٹم کو صاف کرنے کے لیے سرخ مائیکرو فائبر کپڑا استعمال کریں۔","84","oael-baoel-ki-sfaei-1682504629","1","2023-04-26 14:23:49","2023-04-26 14:23:49",\N
"84","دروازے کے ہینڈل کی صفائی","دروازے کے تمام ہینڈلز کو صاف کرنے کے لیے مائیکرو فائبر کپڑا استعمال کریں۔ اپنے سپروائزر کے مشورے کے مطابق جراثیم کش استعمال کریں۔","85","droaz-k-inl-ki-sfaei-1682504928","1","2023-04-26 14:28:48","2023-04-26 14:28:48",\N
"85","ٹشو ڈسپنسر کی صفائی","اسے صاف کرنے کے لیے مائیکرو فائبر کپڑا استعمال کریں۔ اسے دوبارہ بھریں اور دوبارہ بھرنے کے لیے دوپہر میں اسے دوبارہ چیک کریں۔","86","sho-spnsr-ki-sfaei-1682505142","1","2023-04-26 14:32:22","2023-04-26 14:32:22",\N
"86","صابن ڈسپنسر کی صفائی","صابن ڈسپنسر کو صاف کرنے کے لیے سفید ہینڈ پیڈ کا استعمال کریں۔ جب ضرورت ہو اسے دوبارہ بھریں۔","87","sabn-spnsr-ki-sfaei-1682505311","1","2023-04-26 14:35:11","2023-04-26 14:35:11",\N
"87","لائٹس کی صفائی","لائٹس صاف کرنے کے لیے مائیکرو فائبر ڈسٹر کا استعمال کریں۔ اگر ضرورت ہو تو ٹیلیسکوپک ہینڈل استعمال کریں۔","88","laes-ki-sfaei-1682505487","1","2023-04-26 14:38:07","2023-04-26 14:38:07",\N
"88","dust doors","dust doors","13","dust-doors-1682579777","1","2023-04-27 11:16:17","2023-04-27 11:16:17",\N
"89","clean skirting boards with damp microfiber cloth","clean skirting boards with damp microfiber cloth","89","clean-skirting-boards-with-damp-microfiber-cloth-1682579847","1","2023-04-27 11:17:27","2023-04-27 11:17:27",\N
"90","General Clean","General Clean","90","general-clean-1682587033","1","2023-04-27 13:17:13","2023-04-27 13:17:13",\N
"91","General Clean","General Clean","91","general-clean-1682763735","1","2023-04-29 14:22:15","2023-04-29 14:22:15",\N
"92","ٹرالی مکمل اشیاء کے ساتھ حوالے اور ٹیک اوور کی جائے گی۔","ٹرالی مکمل اشیاء کے ساتھ حوالے اور ٹیک اوور کی جائے گی۔","92","rali-mkml-ashia-k-sat-hoal-aor-ik-aoor-ki-jae-gi-1683109836","1","2023-05-03 14:30:36","2023-05-03 14:30:36",\N
"93","اسکربر مشین سے فرش کی صفائی اور گہری صفائی کے لیے سٹیم موپنگ کا استعمال","اسکربر مشین سے فرش کی صفائی اور گہری صفائی کے لیے سٹیم موپنگ کا استعمال","94","askrbr-mshin-s-frsh-ki-sfaei-aor-gri-sfaei-k-li-sim-mopng-ka-astaamal-1683308453","1","2023-05-05 21:40:53","2023-05-05 21:40:53",\N
"94","IVF لیبارٹری کو صاف کیا جائے۔","IVF لیبارٹری کو صاف کیا جائے۔","95","ivf-libarri-ko-saf-kia-jae-1683309252","1","2023-05-05 21:54:12","2023-05-05 21:54:12",\N
"95","باتھ روم کو صاف کیا جائے جس میں واش بیسن، کموڈ، آئینہ، فرش وغیرہ شامل ہوں۔","باتھ روم کو صاف کیا جائے جس میں واش بیسن، کموڈ، آئینہ، فرش وغیرہ شامل ہوں۔","96","bat-rom-ko-saf-kia-jae-js-mi-oash-bisn-kmo-aaein-frsh-oghir-shaml-o-1683309877","1","2023-05-05 22:04:37","2023-05-05 22:04:37",\N
"96","کمرے صاف کیے جائیں، کوڑے دان خالی کیے جائیں، مناسب طریقے سے ڈسٹنگ اور فرش کی صفائی کی جائے۔ اگر اس سے منسلک ہو تو واش روم صاف کریں۔","کمرے صاف کیے جائیں، کوڑے دان خالی کیے جائیں، مناسب طریقے سے ڈسٹنگ اور فرش کی صفائی کی جائے۔ اگر اس سے منسلک ہو تو واش روم صاف کریں۔","97","kmr-saf-ki-jaei-ko-dan-khali-ki-jaei-mnasb-trik-s-sng-aor-frsh-ki-sfaei-ki-jae-agr-as-s-mnslk-o-to-oash-rom-saf-kri-1683311157","1","2023-05-05 22:25:57","2023-05-05 22:25:57",\N
"97","Clean TV","Clean the tv using spray and microfiber","98","clean-tv-1683641795","1","2023-05-09 18:16:35","2023-05-09 18:16:35",\N
"98","Genera clean","Genera clean","101","genera-clean-1683719202","1","2023-05-10 15:46:42","2023-05-10 15:46:42",\N
"99","General Cleaning","General Cleaning","103","general-cleaning-1683719370","1","2023-05-10 15:49:30","2023-05-10 15:49:30",\N
"100","Remove Dust and change bottle","Remove Dust and change bottle","102","remove-dust-and-change-bottle-1683719443","1","2023-05-10 15:50:43","2023-05-10 15:50:43",\N
"101","Clean by microfiber mop","clean by microfiber mop","104","clean-by-microfiber-mop-1684156182","1","2023-05-15 17:09:42","2023-05-15 17:09:42",\N
"102","Clean table","Use microfiber to thoroughly clean the table","105","clean-table-1684394588","1","2023-05-18 11:23:08","2023-05-18 11:23:08",\N
"103","واشنگ مشین کے ذریعے موپس کی دھلائی","واشنگ مشین کے ذریعے موپس کی دھلائی","108","oashng-mshin-k-thriaa-mops-ki-dlaei-1684517833","1","2023-05-19 21:37:13","2023-05-19 21:37:13",\N
"104","Daily Extra Work","Daily Extra Work","109","daily-extra-work-1684726225","1","2023-05-22 07:30:25","2023-05-22 07:30:25",\N
"105","Scrubber Machine for Floor Cleaning","Scrubber Machine for Floor Cleaning","110","scrubber-machine-for-floor-cleaning-1685002551","1","2023-05-25 12:15:51","2023-05-25 12:15:51",\N
"106","General Cleaning","This task for all kind of cleaning","113","general-cleaning-1688637141","1","2023-07-06 13:52:21","2023-07-06 13:52:21",\N
"107","ceiling fan dusting","TELESCOPIC ہینڈل کے ذریعے چھت کے پنکھے کی صفائی","112","ceiling-fan-dusting-1688974119","1","2023-07-10 11:28:39","2023-07-10 11:28:39",\N
"108","Floor Skirting to be Cleaned","فلور اسکرٹنگ کو اچھی طرح سے صاف کیا جائے۔","111","floor-skirting-to-be-cleaned-1688974523","1","2023-07-10 11:35:23","2023-07-10 11:35:23",\N
"109","stairs leading out of the basement","تہہ خانے سے باہر نکلنے والی سیڑھیاں","114","stairs-leading-out-of-the-basement-1688978772","1","2023-07-10 12:46:12","2023-07-10 12:46:12",\N
"110","چٹائی","چٹائی کی صفائی","115","chaei-1688980983","1","2023-07-10 13:23:03","2023-07-10 13:23:03",\N
"111","اندر کی سیڑھیاں","سیڑھیوں اور سیڑھیوں کی گرل کی صفائی","116","andr-ki-siia-1688982253","1","2023-07-10 13:44:13","2023-07-10 13:44:13",\N
"112","washroom cleaning","clean washroom all things","117","washroom-cleaning-1689060347","1","2023-07-11 11:25:47","2023-07-11 11:25:47",\N
"113","Dusting of File Rack","Dusting of File Rack","118","dusting-of-file-rack-1689070425","1","2023-07-11 14:13:45","2023-07-11 14:13:45",\N
"114","Sample Racks to be Cleaned Properly","Sample Racks to be Cleaned Properly","119","sample-racks-to-be-cleaned-properly-1689070475","1","2023-07-11 14:14:35","2023-07-11 14:14:35",\N
"115","Clean The Chairs","clean with wet microfiber","120","clean-the-chairs-1689146618","1","2023-07-12 11:23:38","2023-07-12 11:23:38",\N
